Chromosome,Start,End,ID,Name,Range
chr1,36149377,36149776,SRX5716451,SOX2,399
chr1,36149409,36149698,SRX5716454,SOX3,289
chr1,36149441,36149960,SRX16500059,CTCF,519
chr1,36149449,36149991,SRX16500062,CTCF,542
chr1,36149450,36149799,SRX5716464,SMARCA4,349
chr1,36149490,36149948,SRX16500061,CTCF,458
chr1,36149514,36149929,SRX4174629,CTCF,415
chr1,36149523,36149994,SRX5075176,SMARCA4,471
chr1,36149542,36149872,SRX5054307,FOSL2,330
chr1,36149590,36149997,SRX5075170,SMARCA4,407
chr1,36149617,36149969,SRX5075175,SMARCA4,352
chr1,36149618,36149908,SRX5716467,SMARCA2,290
chr1,36149637,36149944,SRX5716470,SMARCA4,307
chr1,36149645,36150094,SRX5075169,SMARCA4,449
chr1,36149696,36150023,SRX5054308,FOSL2,327
chr1,36149703,36150101,SRX5054309,FOSL2,398
chr1,36149707,36149985,SRX5716469,SMARCA4,278
chr1,36150644,36151082,SRX5075169,SMARCA4,438
chr1,36150727,36151087,SRX5075175,SMARCA4,360
chr1,36150774,36151143,SRX5075170,SMARCA4,369
chr1,36150816,36151121,SRX5075168,SMARCA4,305
chr1,36150843,36151106,SRX5054309,FOSL2,263
chr1,36150857,36151162,SRX5075174,SMARCA4,305
chr1,36150863,36151093,SRX5716470,SMARCA4,230
chr1,36150910,36151118,SRX5075176,SMARCA4,208
chr1,36155162,36156637,SRX20140895,INTS13,1475
chr1,36155592,36156088,SRX5075176,SMARCA4,496
chr1,36155608,36156085,SRX5716469,SMARCA4,477
chr1,36155656,36156071,SRX5075175,SMARCA4,415
chr1,36155673,36155888,SRX5716470,SMARCA4,215
chr1,36155675,36156008,SRX5075168,SMARCA4,333
chr1,36155675,36156065,SRX5054309,FOSL2,390
chr1,36155675,36156091,SRX5054308,FOSL2,416
chr1,36155690,36155957,SRX5075170,SMARCA4,267
chr1,36155699,36156094,SRX20140868,INTS10,395
chr1,36155703,36155903,SRX5075174,SMARCA4,200
chr1,36155706,36155991,SRX5075169,SMARCA4,285
chr1,36155759,36155940,SRX5054307,FOSL2,181
chr1,36155876,36156176,SRX20140867,INTS10,300
chr1,36156752,36157092,SRX20140895,INTS13,340
chr1,36156972,36157229,SRX5075174,SMARCA4,257
chr1,36160866,36161276,SRX5075169,SMARCA4,410
chr1,36160917,36161190,SRX5075170,SMARCA4,273
chr1,36160920,36161139,SRX5075174,SMARCA4,219
chr1,36160931,36161292,SRX5075176,SMARCA4,361
chr1,36160976,36161192,SRX5716470,SMARCA4,216
chr1,36161000,36161380,SRX5075168,SMARCA4,380
chr1,36161180,36161406,SRX16500062,CTCF,226
chr1,36172988,36173267,SRX5075175,SMARCA4,279
chr1,36172988,36173355,SRX5075176,SMARCA4,367
chr1,36173003,36173360,SRX5075170,SMARCA4,357
chr1,36173004,36173307,SRX5075168,SMARCA4,303
chr1,36173009,36173331,SRX5075169,SMARCA4,322
chr1,36173025,36173365,SRX5054308,FOSL2,340
chr1,36173026,36173289,SRX5716469,SMARCA4,263
chr1,36173043,36173284,SRX5054309,FOSL2,241
chr1,36173065,36173347,SRX5075174,SMARCA4,282
chr1,36176320,36176555,SRX16500059,CTCF,235
chr1,36187865,36188442,SRX5075170,SMARCA4,577
chr1,36187941,36188530,SRX16500061,CTCF,589
chr1,36188003,36188629,SRX16500060,CTCF,626
chr1,36188009,36188425,SRX5075174,SMARCA4,416
chr1,36188073,36188422,SRX5075168,SMARCA4,349
chr1,36188082,36188574,SRX16500059,CTCF,492
chr1,36188083,36188423,SRX5716470,SMARCA4,340
chr1,36188090,36188576,SRX16500062,CTCF,486
chr1,36188094,36188426,SRX5075175,SMARCA4,332
chr1,36188123,36188517,SRX5075176,SMARCA4,394
chr1,36188151,36188503,SRX4174629,CTCF,352
chr1,36188169,36188426,SRX5716463,SMARCA4,257
chr1,36188170,36188455,SRX5075169,SMARCA4,285
chr1,36188196,36188449,SRX5716469,SMARCA4,253
chr1,36188290,36188552,SRX5054309,FOSL2,262
chr1,36223577,36224171,SRX5716469,SMARCA4,594
chr1,36223753,36224054,SRX5075169,SMARCA4,301
chr1,36223855,36224337,SRX5075174,SMARCA4,482
chr1,36223872,36224284,SRX5716470,SMARCA4,412
chr1,36223896,36224230,SRX5075170,SMARCA4,334
chr1,36223898,36224434,SRX5075176,SMARCA4,536
chr1,36223928,36224334,SRX5075168,SMARCA4,406
chr1,36223947,36224157,SRX5716463,SMARCA4,210
chr1,36223982,36224182,SRX5075175,SMARCA4,200
chr1,36223999,36224904,SRX20140895,INTS13,905
chr1,36224040,36224674,SRX20140897,INTS13,634
chr1,36224045,36224939,SRX20140869,INTS10,894
chr1,36224051,36224267,SRX5054309,FOSL2,216
chr1,36224108,36224453,SRX20140896,INTS13,345
chr1,36224150,36224372,SRX5716451,SOX2,222
chr1,36224170,36224421,SRX5716454,SOX3,251
chr1,36224174,36224555,SRX20140867,INTS10,381
chr1,36224646,36225213,SRX16500062,CTCF,567
chr1,36224690,36225213,SRX16500059,CTCF,523
chr1,36224697,36225150,SRX16500061,CTCF,453
chr1,36224721,36225116,SRX5075168,SMARCA4,395
chr1,36224734,36225181,SRX16500060,CTCF,447
chr1,36224952,36225132,SRX5075169,SMARCA4,180
chr1,36238428,36238784,SRX5075175,SMARCA4,356
chr1,36238446,36238847,SRX5075170,SMARCA4,401
chr1,36238449,36238792,SRX5075169,SMARCA4,343
chr1,36238449,36238796,SRX5075176,SMARCA4,347
chr1,36238481,36238717,SRX5020211,SMARCA2,236
chr1,36238487,36238729,SRX5716469,SMARCA4,242
chr1,36248295,36248676,SRX5075170,SMARCA4,381
chr1,36248333,36248651,SRX5075175,SMARCA4,318
chr1,36248345,36248583,SRX5716469,SMARCA4,238
chr1,36248348,36248650,SRX5054308,FOSL2,302
chr1,36248357,36248662,SRX5054309,FOSL2,305
chr1,36248358,36248635,SRX5075176,SMARCA4,277
chr1,36248371,36248656,SRX5075169,SMARCA4,285
chr1,36266402,36266753,SRX5075176,SMARCA4,351
chr1,36266441,36266733,SRX5075175,SMARCA4,292
chr1,36266460,36266741,SRX5075169,SMARCA4,281
chr1,36266464,36266679,SRX5716467,SMARCA2,215
chr1,36266475,36266731,SRX5075170,SMARCA4,256
chr1,36266536,36266770,SRX5716470,SMARCA4,234
chr1,36285365,36285957,SRX16500061,CTCF,592
chr1,36285400,36286028,SRX16500060,CTCF,628
chr1,36285416,36285727,SRX4174629,CTCF,311
chr1,36285446,36286003,SRX16500062,CTCF,557
chr1,36285448,36285784,SRX5075174,SMARCA4,336
chr1,36285448,36285802,SRX5075168,SMARCA4,354
chr1,36285477,36286096,SRX16500059,CTCF,619
chr1,36285483,36285767,SRX5075176,SMARCA4,284
chr1,36285486,36285736,SRX5075169,SMARCA4,250
chr1,36285493,36285709,SRX5075170,SMARCA4,216
chr1,36285497,36285702,SRX5716464,SMARCA4,205
chr1,36285525,36285736,SRX5716470,SMARCA4,211
chr1,36285534,36285770,SRX5075175,SMARCA4,236
chr1,36285814,36286024,SRX4174629,CTCF,210
chr1,36299885,36300266,SRX16500062,CTCF,381
chr1,36299895,36300196,SRX5075174,SMARCA4,301
chr1,36299905,36300296,SRX5075170,SMARCA4,391
chr1,36299913,36300269,SRX16500059,CTCF,356
chr1,36299918,36300131,SRX5075168,SMARCA4,213
chr1,36299919,36300147,SRX16500061,CTCF,228
chr1,36299924,36300362,SRX5075176,SMARCA4,438
chr1,36299933,36300286,SRX16500060,CTCF,353
chr1,36299958,36300335,SRX5075169,SMARCA4,377
chr1,36299959,36300265,SRX5716470,SMARCA4,306
chr1,36299977,36300348,SRX5716469,SMARCA4,371
chr1,36299987,36300320,SRX5054309,FOSL2,333
chr1,36300025,36300347,SRX5075175,SMARCA4,322
chr1,36300031,36300327,SRX5054308,FOSL2,296
chr1,36306792,36307286,SRX5075168,SMARCA4,494
chr1,36306821,36307369,SRX20140895,INTS13,548
chr1,36306853,36307219,SRX5075174,SMARCA4,366
chr1,36306864,36307037,SRX5075170,SMARCA4,173
chr1,36306904,36307144,SRX5716463,SMARCA4,240
chr1,36307000,36307184,SRX5075169,SMARCA4,184
chr1,36307003,36307245,SRX20140879,CPSF3L,242
chr1,36307021,36307208,SRX5075176,SMARCA4,187
chr1,36307036,36307241,SRX5716464,SMARCA4,205
chr1,36321161,36321564,SRX5075170,SMARCA4,403
chr1,36321184,36321552,SRX5075169,SMARCA4,368
chr1,36321187,36321518,SRX5716470,SMARCA4,331
chr1,36321197,36321636,SRX5075176,SMARCA4,439
chr1,36321204,36321535,SRX5716469,SMARCA4,331
chr1,36321226,36321469,SRX5716468,SMARCA2,243
chr1,36321226,36321527,SRX5075175,SMARCA4,301
chr1,36321248,36321499,SRX5716467,SMARCA2,251
chr1,36321262,36321529,SRX5020211,SMARCA2,267
chr1,36323463,36323902,SRX5075168,SMARCA4,439
chr1,36342662,36343005,SRX16500061,CTCF,343
chr1,36342679,36343025,SRX16500060,CTCF,346
chr1,36342733,36343034,SRX16500059,CTCF,301
chr1,36342779,36343002,SRX16500062,CTCF,223
chr1,36342867,36343134,SRX5075175,SMARCA4,267
chr1,36342903,36343079,SRX5075170,SMARCA4,176
chr1,36342928,36343153,SRX5075169,SMARCA4,225
chr1,36350905,36351187,SRX5075169,SMARCA4,282
chr1,36350926,36351178,SRX5054309,FOSL2,252
chr1,36350980,36351262,SRX5075175,SMARCA4,282
chr1,36351096,36351389,SRX5075170,SMARCA4,293
chr1,36351140,36351367,SRX5716469,SMARCA4,227
chr1,36351437,36351831,SRX5075169,SMARCA4,394
chr1,36351543,36351982,SRX5075176,SMARCA4,439
chr1,36351556,36351998,SRX5075170,SMARCA4,442
chr1,36351568,36351785,SRX5075175,SMARCA4,217
chr1,36351605,36351900,SRX5075168,SMARCA4,295
chr1,36351624,36352049,SRX20140895,INTS13,425
chr1,36351639,36351969,SRX5075174,SMARCA4,330
chr1,36365371,36365557,SRX5075176,SMARCA4,186
chr1,36365436,36365630,SRX5075170,SMARCA4,194
chr1,36366136,36366413,SRX20140895,INTS13,277
chr1,36368864,36369309,SRX4174629,CTCF,445
chr1,36368910,36369467,SRX16500059,CTCF,557
chr1,36368914,36369461,SRX16500061,CTCF,547
chr1,36368930,36369488,SRX16500060,CTCF,558
chr1,36368935,36369430,SRX16500062,CTCF,495
chr1,36369027,36369247,SRX5075168,SMARCA4,220
chr1,36369055,36369271,SRX5075174,SMARCA4,216
chr1,36373561,36374161,SRX5075168,SMARCA4,600
chr1,36373572,36374248,SRX5075176,SMARCA4,676
chr1,36373616,36374257,SRX5075174,SMARCA4,641
chr1,36373670,36373989,SRX5716467,SMARCA2,319
chr1,36373684,36373990,SRX5716460,Epitope tags,306
chr1,36373752,36374170,SRX5075169,SMARCA4,418
chr1,36373752,36374238,SRX5075175,SMARCA4,486
chr1,36373772,36374219,SRX5075170,SMARCA4,447
chr1,36373780,36374127,SRX5054309,FOSL2,347
chr1,36373784,36374121,SRX5054308,FOSL2,337
chr1,36373794,36374197,SRX5716470,SMARCA4,403
chr1,36373796,36374196,SRX5716469,SMARCA4,400
chr1,36373826,36374079,SRX5716468,SMARCA2,253
chr1,36373833,36374012,SRX5075182,SMARCA2,179
chr1,36373833,36374116,SRX5716464,SMARCA4,283
chr1,36373834,36374037,SRX5054307,FOSL2,203
chr1,36373875,36374075,SRX5020211,SMARCA2,200
chr1,36374637,36374968,SRX5075169,SMARCA4,331
chr1,36374638,36374949,SRX5075175,SMARCA4,311
chr1,36374649,36374905,SRX5075176,SMARCA4,256
chr1,36374654,36374869,SRX5054309,FOSL2,215
chr1,36374678,36374960,SRX5075170,SMARCA4,282
chr1,36385620,36386248,SRX20140895,INTS13,628
chr1,36385678,36385936,SRX20140879,CPSF3L,258
chr1,36385880,36386232,SRX5054307,FOSL2,352
chr1,36385898,36386857,SRX5054308,FOSL2,959
chr1,36386153,36386904,SRX5075170,SMARCA4,751
chr1,36386175,36386857,SRX5054309,FOSL2,682
chr1,36386204,36386849,SRX5716470,SMARCA4,645
chr1,36386208,36386417,SRX5075174,SMARCA4,209
chr1,36386267,36386882,SRX5075176,SMARCA4,615
chr1,36386279,36386922,SRX5075169,SMARCA4,643
chr1,36386321,36386875,SRX20140867,INTS10,554
chr1,36386326,36386742,SRX5075168,SMARCA4,416
chr1,36386330,36386646,SRX20140881,CPSF3L,316
chr1,36386361,36386896,SRX5075175,SMARCA4,535
chr1,36386367,36386891,SRX5716469,SMARCA4,524
chr1,36386396,36387142,SRX20140869,INTS10,746
chr1,36386436,36386744,SRX5716460,Epitope tags,308
chr1,36386443,36386903,SRX20140879,CPSF3L,460
chr1,36386451,36386938,SRX20140895,INTS13,487
chr1,36386503,36386792,SRX5020214,SMARCA2,289
chr1,36386507,36386859,SRX5716467,SMARCA2,352
chr1,36386514,36386799,SRX20140897,INTS13,285
chr1,36386517,36386884,SRX5075174,SMARCA4,367
chr1,36386543,36386748,SRX5054307,FOSL2,205
chr1,36387419,36387860,SRX5075168,SMARCA4,441
chr1,36387421,36387832,SRX5075176,SMARCA4,411
chr1,36387447,36387714,SRX5075175,SMARCA4,267
chr1,36387460,36387757,SRX5716469,SMARCA4,297
chr1,36387472,36387788,SRX5075170,SMARCA4,316
chr1,36387474,36387717,SRX5054309,FOSL2,243
chr1,36387505,36387711,SRX5020214,SMARCA2,206
chr1,36387518,36387796,SRX5075169,SMARCA4,278
chr1,36387533,36387748,SRX5075174,SMARCA4,215
chr1,36397448,36398160,SRX20140895,INTS13,712
chr1,36397621,36398025,SRX20140897,INTS13,404
chr1,36397637,36398057,SRX20140867,INTS10,420
chr1,36397679,36397859,SRX5075169,SMARCA4,180
chr1,36397692,36398123,SRX5075168,SMARCA4,431
chr1,36397713,36397984,SRX20140868,INTS10,271
chr1,36397720,36397992,SRX5075175,SMARCA4,272
chr1,36397759,36398169,SRX5075174,SMARCA4,410
chr1,36397825,36398086,SRX5054309,FOSL2,261
chr1,36397839,36398038,SRX5054307,FOSL2,199
chr1,36397916,36398177,SRX5716451,SOX2,261
chr1,36400955,36401480,SRX5075170,SMARCA4,525
chr1,36400982,36401513,SRX5075176,SMARCA4,531
chr1,36401051,36401458,SRX5075175,SMARCA4,407
chr1,36401056,36401356,SRX5075168,SMARCA4,300
chr1,36401085,36401433,SRX5716470,SMARCA4,348
chr1,36401098,36401447,SRX5075169,SMARCA4,349
chr1,36401099,36401426,SRX5075174,SMARCA4,327
chr1,36401122,36401378,SRX20140895,INTS13,256
chr1,36420710,36421223,SRX16500059,CTCF,513
chr1,36420738,36421222,SRX16500060,CTCF,484
chr1,36420755,36421237,SRX16500061,CTCF,482
chr1,36420764,36421123,SRX5075168,SMARCA4,359
chr1,36420773,36421267,SRX16500062,CTCF,494
chr1,36420777,36421121,SRX4174629,CTCF,344
chr1,36420801,36421085,SRX5716464,SMARCA4,284
chr1,36420807,36421047,SRX5075169,SMARCA4,240
chr1,36420811,36421115,SRX5075174,SMARCA4,304
chr1,36420813,36421097,SRX5075170,SMARCA4,284
chr1,36420820,36421087,SRX5075176,SMARCA4,267
chr1,36420843,36421084,SRX5075175,SMARCA4,241
chr1,36449843,36450154,SRX16500062,CTCF,311
chr1,36449872,36450161,SRX16500061,CTCF,289
chr1,36449900,36450179,SRX16500060,CTCF,279
chr1,36450219,36450894,SRX20140895,INTS13,675
chr1,36450254,36450898,SRX5075176,SMARCA4,644
chr1,36450284,36451023,SRX5716469,SMARCA4,739
chr1,36450293,36450876,SRX20140868,INTS10,583
chr1,36450303,36450774,SRX5075168,SMARCA4,471
chr1,36450335,36450822,SRX5075174,SMARCA4,487
chr1,36450335,36450855,SRX20140897,INTS13,520
chr1,36450339,36450789,SRX5075170,SMARCA4,450
chr1,36450382,36450724,SRX5716463,SMARCA4,342
chr1,36450393,36450810,SRX5075169,SMARCA4,417
chr1,36450403,36450621,SRX5716464,SMARCA4,218
chr1,36450437,36450856,SRX5716470,SMARCA4,419
chr1,36450453,36450632,SRX5054307,FOSL2,179
chr1,36450458,36450817,SRX20140867,INTS10,359
chr1,36450497,36450850,SRX5075175,SMARCA4,353
chr1,36450584,36450837,SRX20140879,CPSF3L,253
chr1,36464052,36464687,SRX20140895,INTS13,635
chr1,36464067,36464562,SRX20140881,CPSF3L,495
chr1,36464097,36464433,SRX20140879,CPSF3L,336
chr1,36464132,36464650,SRX20140868,INTS10,518
chr1,36464133,36464793,SRX20140869,INTS10,660
chr1,36464176,36464733,SRX20140867,INTS10,557
chr1,36464190,36464725,SRX20140897,INTS13,535
chr1,36464211,36464734,SRX5075169,SMARCA4,523
chr1,36464220,36464860,SRX5075174,SMARCA4,640
chr1,36464223,36464640,SRX5716464,SMARCA4,417
chr1,36464233,36464613,SRX5075168,SMARCA4,380
chr1,36464247,36464860,SRX5075170,SMARCA4,613
chr1,36464282,36464799,SRX5075176,SMARCA4,517
chr1,36464322,36464505,SRX5054309,FOSL2,183
chr1,36464345,36464687,SRX5716463,SMARCA4,342
chr1,36464405,36464806,SRX5716469,SMARCA4,401
chr1,36464406,36464823,SRX5075175,SMARCA4,417
chr1,36464468,36464811,SRX5716470,SMARCA4,343
chr1,36516307,36516799,SRX16500061,CTCF,492
chr1,36516320,36516811,SRX16500060,CTCF,491
chr1,36516325,36516829,SRX16500059,CTCF,504
chr1,36516334,36516780,SRX16500062,CTCF,446
chr1,36516421,36516737,SRX5716464,SMARCA4,316
chr1,36516434,36516663,SRX5075174,SMARCA4,229
chr1,36516440,36516627,SRX5075168,SMARCA4,187
chr1,36516458,36516726,SRX4174629,CTCF,268
chr1,36553751,36554235,SRX16500059,CTCF,484
chr1,36553770,36554242,SRX16500060,CTCF,472
chr1,36553793,36554215,SRX16500061,CTCF,422
chr1,36553802,36554066,SRX4174629,CTCF,264
chr1,36553817,36554224,SRX16500062,CTCF,407
chr1,36575942,36576515,SRX16500059,CTCF,573
chr1,36576012,36576445,SRX16500061,CTCF,433
chr1,36576036,36576540,SRX16500060,CTCF,504
chr1,36576036,36576543,SRX16500062,CTCF,507
chr1,36576059,36576455,SRX4174629,CTCF,396
chr1,36576193,36576393,SRX5075174,SMARCA4,200
chr1,36585640,36586002,SRX5075174,SMARCA4,362
chr1,36585652,36585955,SRX5075170,SMARCA4,303
chr1,36585698,36585972,SRX5075168,SMARCA4,274
chr1,36609097,36609696,SRX16500060,CTCF,599
chr1,36609193,36609676,SRX16500059,CTCF,483
chr1,36609240,36609649,SRX16500061,CTCF,409
chr1,36609261,36609623,SRX16500062,CTCF,362
chr1,36609294,36609762,SRX4174629,CTCF,468
chr1,36638392,36638635,SRX5054309,FOSL2,243
chr1,36650348,36650897,SRX16500061,CTCF,549
chr1,36650371,36650878,SRX16500060,CTCF,507
chr1,36650394,36650864,SRX16500059,CTCF,470
chr1,36650459,36650889,SRX16500062,CTCF,430
chr1,36650491,36650715,SRX5075168,SMARCA4,224
chr1,36650582,36650846,SRX20140895,INTS13,264
chr1,36703627,36704114,SRX16500059,CTCF,487
chr1,36703640,36704112,SRX16500061,CTCF,472
chr1,36703654,36704138,SRX16500060,CTCF,484
chr1,36703667,36704078,SRX16500062,CTCF,411
chr1,36703693,36704070,SRX5716463,SMARCA4,377
chr1,36703705,36704068,SRX5075174,SMARCA4,363
chr1,36703720,36704062,SRX5075168,SMARCA4,342
chr1,36703736,36704025,SRX4174629,CTCF,289
chr1,36703751,36704026,SRX5075176,SMARCA4,275
chr1,36703754,36703980,SRX5075169,SMARCA4,226
chr1,36703764,36704003,SRX5075170,SMARCA4,239
chr1,36703768,36704025,SRX20140895,INTS13,257
chr1,36703768,36704058,SRX5716464,SMARCA4,290
chr1,36703789,36704031,SRX5716470,SMARCA4,242
chr1,36814299,36814340,SRX1424893,POU3F2,41
chr1,36814342,36814388,SRX1424894,POU3F2,46
chr1,36864130,36864515,SRX16500060,CTCF,385
chr1,36864223,36864556,SRX16500059,CTCF,333
chr1,36864245,36864527,SRX16500062,CTCF,282
chr1,36864323,36864566,SRX16500061,CTCF,243
chr1,36924280,36924461,SRX5075176,SMARCA4,181
chr1,37020753,37020941,SRX5075168,SMARCA4,188
chr1,37020758,37020931,SRX5075174,SMARCA4,173
chr1,37038258,37038531,SRX4174629,CTCF,273
chr1,37038263,37038565,SRX16500060,CTCF,302
chr1,37038264,37038502,SRX16500062,CTCF,238
chr1,37038308,37038541,SRX16500061,CTCF,233
chr1,37083597,37083932,SRX5075174,SMARCA4,335
chr1,37083743,37084190,SRX5075168,SMARCA4,447
chr1,37085431,37085703,SRX16500060,CTCF,272
chr1,37085454,37085707,SRX16500061,CTCF,253
chr1,37085476,37085689,SRX16500062,CTCF,213
chr1,37096539,37096865,SRX16500060,CTCF,326
chr1,37096604,37096958,SRX16500059,CTCF,354
chr1,37096605,37096817,SRX16500062,CTCF,212
chr1,37096626,37096911,SRX16500061,CTCF,285
chr1,37177235,37177601,SRX16500062,CTCF,366
chr1,37177239,37177749,SRX16500059,CTCF,510
chr1,37177361,37177745,SRX16500060,CTCF,384
chr1,37177370,37177604,SRX16500061,CTCF,234
chr1,37234996,37235322,SRX5075168,SMARCA4,326
chr1,37235001,37235372,SRX5075174,SMARCA4,371
chr1,37235183,37235387,SRX5716463,SMARCA4,204
chr1,37255477,37255703,SRX5075174,SMARCA4,226
chr1,37255511,37255690,SRX5075168,SMARCA4,179
chr1,37323758,37324156,SRX16500059,CTCF,398
chr1,37323760,37324160,SRX16500060,CTCF,400
chr1,37323784,37324129,SRX16500061,CTCF,345
chr1,37323797,37324143,SRX16500062,CTCF,346
chr1,37400531,37400739,SRX5075168,SMARCA4,208
chr1,37434188,37434679,SRX16500062,CTCF,491
chr1,37434210,37434771,SRX16500060,CTCF,561
chr1,37434224,37434742,SRX16500059,CTCF,518
chr1,37434257,37434668,SRX16500061,CTCF,411
chr1,37434263,37434629,SRX4174629,CTCF,366
chr1,37454748,37455257,SRX16500059,CTCF,509
chr1,37454751,37455233,SRX16500060,CTCF,482
chr1,37454775,37455210,SRX16500061,CTCF,435
chr1,37454800,37455226,SRX16500062,CTCF,426
chr1,37454839,37455095,SRX4174629,CTCF,256
chr1,37454967,37455169,SRX5075175,SMARCA4,202
chr1,37471673,37472063,SRX5075175,SMARCA4,390
chr1,37471677,37472103,SRX5075169,SMARCA4,426
chr1,37471698,37471991,SRX5054308,FOSL2,293
chr1,37471698,37472052,SRX5075176,SMARCA4,354
chr1,37471705,37472050,SRX5075170,SMARCA4,345
chr1,37471714,37472084,SRX5054309,FOSL2,370
chr1,37471725,37471953,SRX5716469,SMARCA4,228
chr1,37471736,37471954,SRX5716470,SMARCA4,218
chr1,37471749,37472018,SRX5075168,SMARCA4,269
chr1,37471771,37472043,SRX5075174,SMARCA4,272
chr1,37471784,37471987,SRX5020211,SMARCA2,203
chr1,37474242,37474671,SRX5075174,SMARCA4,429
chr1,37474270,37474692,SRX5075168,SMARCA4,422
chr1,37474282,37474639,SRX5716464,SMARCA4,357
chr1,37474291,37474606,SRX5716463,SMARCA4,315
chr1,37474321,37474942,SRX20140895,INTS13,621
chr1,37474329,37474514,SRX5075176,SMARCA4,185
chr1,37474357,37474636,SRX5075170,SMARCA4,279
chr1,37474364,37474800,SRX20140868,INTS10,436
chr1,37474415,37474749,SRX20140867,INTS10,334
chr1,37474484,37474801,SRX20140879,CPSF3L,317
chr1,37474549,37474794,SRX20140897,INTS13,245
chr1,37476707,37476942,SRX5054309,FOSL2,235
chr1,37476744,37477017,SRX5075176,SMARCA4,273
chr1,37476813,37477012,SRX5075170,SMARCA4,199
chr1,37479718,37479911,SRX5054308,FOSL2,193
chr1,37487289,37487905,SRX16500059,CTCF,616
chr1,37487294,37487885,SRX16500061,CTCF,591
chr1,37487303,37487823,SRX16500060,CTCF,520
chr1,37487348,37487843,SRX16500062,CTCF,495
chr1,37487378,37487705,SRX4174629,CTCF,327
chr1,37487387,37487662,SRX5075168,SMARCA4,275
chr1,37487413,37487620,SRX5075175,SMARCA4,207
chr1,37487433,37487690,SRX5075174,SMARCA4,257
chr1,37487440,37487645,SRX5075169,SMARCA4,205
chr1,37487453,37487634,SRX5075170,SMARCA4,181
chr1,37514361,37515117,SRX20140895,INTS13,756
chr1,37514419,37514909,SRX20140868,INTS10,490
chr1,37514508,37515138,SRX5075170,SMARCA4,630
chr1,37514544,37515128,SRX5075176,SMARCA4,584
chr1,37514546,37515022,SRX16500059,CTCF,476
chr1,37514563,37515091,SRX5075168,SMARCA4,528
chr1,37514582,37515020,SRX16500061,CTCF,438
chr1,37514584,37515145,SRX5075174,SMARCA4,561
chr1,37514596,37514987,SRX16500062,CTCF,391
chr1,37514603,37515015,SRX16500060,CTCF,412
chr1,37514607,37515108,SRX5075169,SMARCA4,501
chr1,37514610,37514857,SRX20140867,INTS10,247
chr1,37514743,37515119,SRX5716469,SMARCA4,376
chr1,37514813,37515028,SRX5075175,SMARCA4,215
chr1,37514877,37515148,SRX5716470,SMARCA4,271
chr1,37534420,37534871,SRX5075169,SMARCA4,451
chr1,37534424,37534832,SRX5075176,SMARCA4,408
chr1,37534439,37534838,SRX5075175,SMARCA4,399
chr1,37534507,37534781,SRX5054308,FOSL2,274
chr1,37534512,37534792,SRX5075170,SMARCA4,280
chr1,37534515,37534726,SRX5716470,SMARCA4,211
chr1,37534520,37534860,SRX5054309,FOSL2,340
chr1,37534552,37534786,SRX5075168,SMARCA4,234
chr1,37553988,37554373,SRX20140869,INTS10,385
chr1,37554117,37554549,SRX20140895,INTS13,432
chr1,37554150,37554505,SRX5075174,SMARCA4,355
chr1,37554209,37554517,SRX5075168,SMARCA4,308
chr1,37554211,37554380,SRX5075170,SMARCA4,169
chr1,37556683,37556982,SRX5075169,SMARCA4,299
chr1,37556710,37557147,SRX5716469,SMARCA4,437
chr1,37556740,37557163,SRX5075174,SMARCA4,423
chr1,37556747,37557136,SRX5075176,SMARCA4,389
chr1,37556749,37557173,SRX5075168,SMARCA4,424
chr1,37556758,37557092,SRX5075170,SMARCA4,334
chr1,37556789,37557043,SRX5716464,SMARCA4,254
chr1,37556828,37557119,SRX20140895,INTS13,291
chr1,37556887,37557130,SRX5716463,SMARCA4,243
chr1,37556922,37557198,SRX5716470,SMARCA4,276
chr1,37561795,37562126,SRX16500062,CTCF,331
chr1,37561798,37562163,SRX16500060,CTCF,365
chr1,37561816,37562170,SRX16500059,CTCF,354
chr1,37561821,37562120,SRX16500061,CTCF,299
chr1,37575117,37575399,SRX5075169,SMARCA4,282
chr1,37575170,37575393,SRX5054309,FOSL2,223
chr1,37576586,37576817,SRX5075175,SMARCA4,231
chr1,37576596,37576870,SRX5054308,FOSL2,274
chr1,37576597,37576862,SRX5075170,SMARCA4,265
chr1,37576614,37576860,SRX5054309,FOSL2,246
chr1,37576626,37576895,SRX5075176,SMARCA4,269
chr1,37576630,37576889,SRX5075169,SMARCA4,259
chr1,37595634,37596154,SRX20140895,INTS13,520
chr1,37595713,37595994,SRX5075175,SMARCA4,281
chr1,37595721,37596030,SRX20140897,INTS13,309
chr1,37595745,37596256,SRX5075174,SMARCA4,511
chr1,37595747,37596261,SRX5075168,SMARCA4,514
chr1,37595764,37596259,SRX5075169,SMARCA4,495
chr1,37595887,37596259,SRX5075176,SMARCA4,372
chr1,37595895,37596276,SRX5075170,SMARCA4,381
chr1,37595924,37596192,SRX5716464,SMARCA4,268
chr1,37595999,37596357,SRX5716469,SMARCA4,358
chr1,37596052,37596278,SRX5075175,SMARCA4,226
chr1,37596056,37596369,SRX5716470,SMARCA4,313
chr1,37596085,37596300,SRX5716467,SMARCA2,215
chr1,37603031,37603517,SRX16500060,CTCF,486
chr1,37603074,37603566,SRX16500059,CTCF,492
chr1,37603082,37603516,SRX16500061,CTCF,434
chr1,37603109,37603549,SRX16500062,CTCF,440
chr1,37603196,37603469,SRX4174629,CTCF,273
